"","variable","value"
"875","k = 18",0.77816091954023
"876","k = 18",0.785287356321839
"877","k = 18",0.82551724137931
"878","k = 18",0.799080459770115
"879","k = 18",0.771724137931034
"880","k = 18",0.791494252873563
"881","k = 18",0.751724137931035
"882","k = 18",0.791954022988506
"883","k = 18",0.777701149425287
"884","k = 18",0.792183908045977
"885","k = 18",0.791954022988506
"886","k = 18",0.785057471264368
"887","k = 18",0.799310344827586
"888","k = 18",0.751264367816092
"889","k = 18",0.791494252873563
"890","k = 18",0.791954022988506
"891","k = 18",0.797471264367816
"892","k = 18",0.785287356321839
"893","k = 18",0.791954022988506
"894","k = 18",0.765057471264368
"895","k = 18",0.798620689655172
"896","k = 18",0.785747126436782
"897","k = 18",0.805747126436782
"898","k = 18",0.792183908045977
"899","k = 18",0.825287356321839
"900","k = 18",0.791724137931034
"901","k = 19",0.772183908045977
"902","k = 19",0.819080459770115
"903","k = 19",0.778620689655172
"904","k = 19",0.791494252873563
"905","k = 19",0.785747126436782
"906","k = 19",0.798620689655172
"907","k = 19",0.791494252873563
"908","k = 19",0.799310344827586
"909","k = 19",0.80551724137931
"910","k = 19",0.791954022988506
"911","k = 19",0.77816091954023
"912","k = 19",0.812413793103448
"913","k = 19",0.799080459770115
"914","k = 19",0.812183908045977
"915","k = 19",0.805287356321839
"916","k = 19",0.799080459770115
"917","k = 19",0.831494252873563
"918","k = 19",0.792413793103448
"919","k = 19",0.777471264367816
"920","k = 19",0.785057471264368
"921","k = 19",0.785057471264368
"922","k = 19",0.777701149425287
"923","k = 19",0.784597701149425
"924","k = 19",0.80551724137931
"925","k = 19",0.811494252873563
"926","k = 19",0.792183908045977
"927","k = 19",0.832183908045977
"928","k = 19",0.81264367816092
"929","k = 19",0.771724137931034
"930","k = 19",0.798390804597701
"931","k = 19",0.751724137931035
"932","k = 19",0.798850574712644
"933","k = 19",0.764137931034483
"934","k = 19",0.765057471264368
"935","k = 19",0.812413793103448
"936","k = 19",0.791724137931034
"937","k = 19",0.799310344827586
"938","k = 19",0.784597701149425
"939","k = 19",0.791494252873563
"940","k = 19",0.799080459770115
"941","k = 19",0.804137931034483
"942","k = 19",0.785057471264368
"943","k = 19",0.765057471264368
"944","k = 19",0.765287356321839
"945","k = 19",0.812183908045977
"946","k = 19",0.772183908045977
"947","k = 19",0.812413793103448
"948","k = 19",0.805747126436782
"949","k = 19",0.811494252873563
"950","k = 19",0.798620689655172
"951","k = 20",0.758620689655172
"952","k = 20",0.805977011494253
"953","k = 20",0.778620689655172
"954","k = 20",0.77816091954023
"955","k = 20",0.779310344827586
"956","k = 20",0.791954022988506
"957","k = 20",0.791494252873563
"958","k = 20",0.765977011494253
"959","k = 20",0.825747126436782
"960","k = 20",0.778620689655172
"961","k = 20",0.778390804597701
"962","k = 20",0.799080459770115
"963","k = 20",0.785747126436782
"964","k = 20",0.818850574712644
"965","k = 20",0.805287356321839
"966","k = 20",0.819080459770115
"967","k = 20",0.81816091954023
"968","k = 20",0.772413793103448
"969","k = 20",0.770804597701149
"970","k = 20",0.778390804597701
"971","k = 20",0.785057471264368
"972","k = 20",0.784597701149425
"973","k = 20",0.771034482758621
"974","k = 20",0.80551724137931
"975","k = 20",0.804827586206897
"976","k = 20",0.778850574712644
"977","k = 20",0.818390804597701
"978","k = 20",0.785977011494253
"979","k = 20",0.758390804597701
"980","k = 20",0.804827586206897
"981","k = 20",0.765057471264368
"982","k = 20",0.792183908045977
"983","k = 20",0.764137931034483
"984","k = 20",0.758390804597701
"985","k = 20",0.798850574712644
"986","k = 20",0.791494252873563
"987","k = 20",0.792413793103448
"988","k = 20",0.771034482758621
"989","k = 20",0.791494252873563
"990","k = 20",0.805747126436782
"991","k = 20",0.797701149425287
"992","k = 20",0.778620689655172
"993","k = 20",0.765057471264368
"994","k = 20",0.765287356321839
"995","k = 20",0.80551724137931
"996","k = 20",0.758850574712644
"997","k = 20",0.78551724137931
"998","k = 20",0.799080459770115
"999","k = 20",0.784597701149425
"1000","k = 20",0.792413793103448
"1001","k = 21",0.771954022988506
"1002","k = 21",0.799310344827586
"1003","k = 21",0.805057471264368
"1004","k = 21",0.791724137931034
"1005","k = 21",0.792413793103448
"1006","k = 21",0.798620689655172
"1007","k = 21",0.77816091954023
"1008","k = 21",0.765977011494253
"1009","k = 21",0.812413793103448
"1010","k = 21",0.785287356321839
"1011","k = 21",0.778390804597701
"1012","k = 21",0.805747126436782
"1013","k = 21",0.799080459770115
"1014","k = 21",0.812183908045977
"1015","k = 21",0.798390804597701
"1016","k = 21",0.805747126436782
"1017","k = 21",0.811264367816092
"1018","k = 21",0.772413793103448
"1019","k = 21",0.784367816091954
"1020","k = 21",0.778390804597701
"1021","k = 21",0.785057471264368
"1022","k = 21",0.777701149425287
"1023","k = 21",0.797931034482759
"1024","k = 21",0.792183908045977
"1025","k = 21",0.797931034482759
"1026","k = 21",0.78551724137931
"1027","k = 21",0.832413793103448
"1028","k = 21",0.79264367816092
"1029","k = 21",0.765057471264368
"1030","k = 21",0.791264367816092
"1031","k = 21",0.758390804597701
"1032","k = 21",0.799080459770115
"1033","k = 21",0.764597701149425
"1034","k = 21",0.798620689655172
"1035","k = 21",0.819080459770115
"1036","k = 21",0.805287356321839
"1037","k = 21",0.805977011494253
"1038","k = 21",0.757701149425287
"1039","k = 21",0.77816091954023
"1040","k = 21",0.798850574712644
"1041","k = 21",0.797471264367816
"1042","k = 21",0.798620689655172
"1043","k = 21",0.771724137931034
"1044","k = 21",0.805747126436782
"1045","k = 21",0.798620689655172
"1046","k = 21",0.765287356321839
"1047","k = 21",0.792413793103448
"1048","k = 21",0.819080459770115
"1049","k = 21",0.804827586206897
"1050","k = 21",0.798850574712644
"1051","k = 22",0.771954022988506
"1052","k = 22",0.79264367816092
"1053","k = 22",0.798390804597701
"1054","k = 22",0.785287356321839
"1055","k = 22",0.771954022988506
"1056","k = 22",0.791954022988506
"1057","k = 22",0.77816091954023
"1058","k = 22",0.785977011494253
"1059","k = 22",0.785747126436782
"1060","k = 22",0.778390804597701
"1061","k = 22",0.771494252873563
"1062","k = 22",0.805747126436782
"1063","k = 22",0.792413793103448
"1064","k = 22",0.82551724137931
"1065","k = 22",0.805057471264368
"1066","k = 22",0.792413793103448
"1067","k = 22",0.824597701149425
"1068","k = 22",0.765747126436782
"1069","k = 22",0.791034482758621
"1070","k = 22",0.791954022988506
"1071","k = 22",0.785057471264368
"1072","k = 22",0.777471264367816
"1073","k = 22",0.797931034482759
"1074","k = 22",0.792183908045977
"1075","k = 22",0.784597701149425
"1076","k = 22",0.792183908045977
"1077","k = 22",0.825747126436782
"1078","k = 22",0.79264367816092
"1079","k = 22",0.778620689655172
"1080","k = 22",0.804827586206897
"1081","k = 22",0.758390804597701
"1082","k = 22",0.805747126436782
"1083","k = 22",0.771264367816092
"1084","k = 22",0.785287356321839
"1085","k = 22",0.825747126436782
"1086","k = 22",0.784827586206897
"1087","k = 22",0.799540229885057
"1088","k = 22",0.757701149425287
"1089","k = 22",0.77816091954023
"1090","k = 22",0.778850574712644
"1091","k = 22",0.803908045977011
"1092","k = 22",0.812183908045977
"1093","k = 22",0.772183908045977
"1094","k = 22",0.799080459770115
"1095","k = 22",0.805287356321839
"1096","k = 22",0.778620689655172
"1097","k = 22",0.805747126436782
"1098","k = 22",0.832413793103448
"1099","k = 22",0.79816091954023
"1100","k = 22",0.80551724137931
"1101","k = 23",0.771954022988506
"1102","k = 23",0.799310344827586
"1103","k = 23",0.805057471264368
"1104","k = 23",0.785287356321839
"1105","k = 23",0.792183908045977
"1106","k = 23",0.785287356321839
"1107","k = 23",0.784827586206897
"1108","k = 23",0.765977011494253
"1109","k = 23",0.805747126436782
"1110","k = 23",0.785057471264368
"1111","k = 23",0.771724137931034
"1112","k = 23",0.812183908045977
"1113","k = 23",0.812413793103448
"1114","k = 23",0.818850574712644
"1115","k = 23",0.812183908045977
"1116","k = 23",0.805977011494253
"1117","k = 23",0.817931034482759
"1118","k = 23",0.779080459770115
"1119","k = 23",0.791034482758621
"1120","k = 23",0.798390804597701
"1121","k = 23",0.785057471264368
"1122","k = 23",0.791034482758621
"1123","k = 23",0.797931034482759
"1124","k = 23",0.78551724137931
"1125","k = 23",0.777931034482759
"1126","k = 23",0.78551724137931
"1127","k = 23",0.832413793103448
"1128","k = 23",0.786206896551724
"1129","k = 23",0.785057471264368
"1130","k = 23",0.791264367816092
"1131","k = 23",0.765057471264368
"1132","k = 23",0.81264367816092
"1133","k = 23",0.757931034482759
"1134","k = 23",0.798620689655172
"1135","k = 23",0.798620689655172
"1136","k = 23",0.791724137931034
"1137","k = 23",0.779310344827586
"1138","k = 23",0.751034482758621
"1139","k = 23",0.785057471264368
"1140","k = 23",0.785287356321839
"1141","k = 23",0.797241379310345
"1142","k = 23",0.818850574712644
"1143","k = 23",0.758390804597701
"1144","k = 23",0.805747126436782
"1145","k = 23",0.785287356321839
"1146","k = 23",0.791954022988506
"1147","k = 23",0.805747126436782
"1148","k = 23",0.819080459770115
"1149","k = 23",0.805057471264368
"1150","k = 23",0.778390804597701
"1151","k = 24",0.78551724137931
"1152","k = 24",0.805977011494253
"1153","k = 24",0.798390804597701
"1154","k = 24",0.798390804597701
"1155","k = 24",0.78551724137931
"1156","k = 24",0.798620689655172
"1157","k = 24",0.778390804597701
"1158","k = 24",0.765977011494253
"1159","k = 24",0.805977011494253
"1160","k = 24",0.798620689655172
"1161","k = 24",0.765057471264368
"1162","k = 24",0.832413793103448
"1163","k = 24",0.78551724137931
"1164","k = 24",0.818850574712644
"1165","k = 24",0.798620689655172
"1166","k = 24",0.785977011494253
"1167","k = 24",0.811034482758621
"1168","k = 24",0.772413793103448
"1169","k = 24",0.784137931034483
"1170","k = 24",0.771724137931034
"1171","k = 24",0.785057471264368
"1172","k = 24",0.777701149425287
"1173","k = 24",0.791264367816092
"1174","k = 24",0.78551724137931
"1175","k = 24",0.757701149425287
"1176","k = 24",0.80551724137931
"1177","k = 24",0.832413793103448
"1178","k = 24",0.77264367816092
"1179","k = 24",0.778390804597701
"1180","k = 24",0.791264367816092
"1181","k = 24",0.751724137931034
"1182","k = 24",0.798850574712644
"1183","k = 24",0.764367816091954
"1184","k = 24",0.771954022988506
"1185","k = 24",0.792183908045977
"1186","k = 24",0.791724137931034
"1187","k = 24",0.779310344827586
"1188","k = 24",0.751034482758621
"1189","k = 24",0.791724137931034
"1190","k = 24",0.778620689655172
"1191","k = 24",0.790574712643678
"1192","k = 24",0.798850574712644
"1193","k = 24",0.758390804597701
"1194","k = 24",0.78551724137931
"1195","k = 24",0.785287356321839
"1196","k = 24",0.778620689655173
"1197","k = 24",0.812413793103448
"1198","k = 24",0.819080459770115
"1199","k = 24",0.798390804597701
"1200","k = 24",0.791954022988506
"1201","k = 25",0.785747126436782
"1202","k = 25",0.79264367816092
"1203","k = 25",0.805057471264368
"1204","k = 25",0.77816091954023
"1205","k = 25",0.76551724137931
"1206","k = 25",0.785287356321839
"1207","k = 25",0.778390804597701
"1208","k = 25",0.765977011494253
"1209","k = 25",0.792413793103448
"1210","k = 25",0.771724137931034
"1211","k = 25",0.764827586206897
"1212","k = 25",0.78551724137931
"1213","k = 25",0.778850574712644
"1214","k = 25",0.82551724137931
"1215","k = 25",0.811954022988506
"1216","k = 25",0.785977011494253
"1217","k = 25",0.817701149425287
"1218","k = 25",0.779080459770115
"1219","k = 25",0.784367816091954
"1220","k = 25",0.785057471264368
"1221","k = 25",0.791724137931034
"1222","k = 25",0.757701149425287
"1223","k = 25",0.791264367816092
"1224","k = 25",0.78551724137931
"1225","k = 25",0.771034482758621
"1226","k = 25",0.78551724137931
"1227","k = 25",0.832413793103448
"1228","k = 25",0.779540229885057
"1229","k = 25",0.765287356321839
"1230","k = 25",0.784827586206897
"1231","k = 25",0.738390804597701
"1232","k = 25",0.819080459770115
"1233","k = 25",0.751034482758621
"1234","k = 25",0.791954022988506
"1235","k = 25",0.805747126436782
"1236","k = 25",0.791724137931034
"1237","k = 25",0.77264367816092
"1238","k = 25",0.764367816091954
"1239","k = 25",0.77816091954023
"1240","k = 25",0.785287356321839
"1241","k = 25",0.783908045977011
"1242","k = 25",0.825287356321839
"1243","k = 25",0.771954022988506
"1244","k = 25",0.778850574712644
"1245","k = 25",0.785287356321839
"1246","k = 25",0.798850574712644
"1247","k = 25",0.799080459770115
"1248","k = 25",0.825747126436782
"1249","k = 25",0.805057471264368
"1250","k = 25",0.791954022988506
"1251","k = 26",0.78551724137931
"1252","k = 26",0.79264367816092
"1253","k = 26",0.811724137931034
"1254","k = 26",0.771724137931034
"1255","k = 26",0.799080459770115
"1256","k = 26",0.765287356321839
"1257","k = 26",0.785057471264368
"1258","k = 26",0.765747126436782
"1259","k = 26",0.785287356321839
"1260","k = 26",0.792183908045977
"1261","k = 26",0.77816091954023
"1262","k = 26",0.78551724137931
"1263","k = 26",0.778850574712644
"1264","k = 26",0.832183908045977
"1265","k = 26",0.798620689655172
"1266","k = 26",0.792413793103448
"1267","k = 26",0.810804597701149
"1268","k = 26",0.772413793103448
"1269","k = 26",0.777471264367816
"1270","k = 26",0.778390804597701
"1271","k = 26",0.791724137931034
"1272","k = 26",0.771034482758621
"1273","k = 26",0.784597701149425
"1274","k = 26",0.78551724137931
"1275","k = 26",0.771034482758621
"1276","k = 26",0.792183908045977
"1277","k = 26",0.819080459770115
"1278","k = 26",0.766206896551724
"1279","k = 26",0.751954022988506
"1280","k = 26",0.77816091954023
"1281","k = 26",0.751724137931034
"1282","k = 26",0.81264367816092
"1283","k = 26",0.764367816091954
"1284","k = 26",0.80551724137931
"1285","k = 26",0.805747126436782
"1286","k = 26",0.798390804597701
"1287","k = 26",0.759310344827586
"1288","k = 26",0.731034482758621
"1289","k = 26",0.764597701149425
"1290","k = 26",0.778620689655172
"1291","k = 26",0.770574712643678
"1292","k = 26",0.812183908045977
"1293","k = 26",0.765057471264368
"1294","k = 26",0.792183908045977
"1295","k = 26",0.785057471264368
"1296","k = 26",0.771954022988506
"1297","k = 26",0.792413793103448
"1298","k = 26",0.832413793103448
"1299","k = 26",0.791724137931034
"1300","k = 26",0.798620689655172
"1301","k = 27",0.799080459770115
"1302","k = 27",0.81264367816092
"1303","k = 27",0.811724137931034
"1304","k = 27",0.785287356321839
"1305","k = 27",0.78551724137931
"1306","k = 27",0.771954022988506
"1307","k = 27",0.791724137931034
"1308","k = 27",0.759080459770115
"1309","k = 27",0.778620689655172
"1310","k = 27",0.771954022988506
"1311","k = 27",0.764827586206897
"1312","k = 27",0.80551724137931
"1313","k = 27",0.76551724137931
"1314","k = 27",0.812183908045977
"1315","k = 27",0.791724137931034
"1316","k = 27",0.785747126436782
"1317","k = 27",0.804367816091954
"1318","k = 27",0.772413793103448
"1319","k = 27",0.771034482758621
"1320","k = 27",0.785057471264368
"1321","k = 27",0.791724137931034
"1322","k = 27",0.777931034482759
"1323","k = 27",0.791264367816092
"1324","k = 27",0.771954022988506
"1325","k = 27",0.757701149425287
"1326","k = 27",0.785747126436782
"1327","k = 27",0.825747126436782
"1328","k = 27",0.779540229885057
"1329","k = 27",0.771724137931034
"1330","k = 27",0.791494252873563
"1331","k = 27",0.738390804597701
"1332","k = 27",0.799080459770115
"1333","k = 27",0.744367816091954
"1334","k = 27",0.812183908045977
"1335","k = 27",0.792413793103448
"1336","k = 27",0.784827586206897
"1337","k = 27",0.779310344827586
"1338","k = 27",0.744367816091954
"1339","k = 27",0.784827586206897
"1340","k = 27",0.78551724137931
"1341","k = 27",0.777241379310345
"1342","k = 27",0.811954022988506
"1343","k = 27",0.765057471264368
"1344","k = 27",0.78551724137931
"1345","k = 27",0.771494252873563
"1346","k = 27",0.785287356321839
"1347","k = 27",0.785747126436782
"1348","k = 27",0.805747126436782
"1349","k = 27",0.791724137931034
"1350","k = 27",0.785287356321839
"1351","k = 28",0.805747126436782
"1352","k = 28",0.799310344827586
"1353","k = 28",0.771724137931034
"1354","k = 28",0.778390804597701
"1355","k = 28",0.798850574712644
"1356","k = 28",0.772183908045977
"1357","k = 28",0.771954022988506
"1358","k = 28",0.765977011494253
"1359","k = 28",0.778850574712644
"1360","k = 28",0.78551724137931
"1361","k = 28",0.784827586206897
"1362","k = 28",0.80551724137931
"1363","k = 28",0.778850574712644
"1364","k = 28",0.798850574712644
"1365","k = 28",0.778390804597701
"1366","k = 28",0.785747126436782
"1367","k = 28",0.797471264367816
"1368","k = 28",0.785747126436782
"1369","k = 28",0.771034482758621
"1370","k = 28",0.791954022988506
"1371","k = 28",0.798390804597701
"1372","k = 28",0.764367816091954
"1373","k = 28",0.791264367816092
"1374","k = 28",0.785287356321839
"1375","k = 28",0.750804597701149
"1376","k = 28",0.78551724137931
"1377","k = 28",0.80551724137931
"1378","k = 28",0.779540229885057
"1379","k = 28",0.765057471264368
"1380","k = 28",0.77816091954023
"1381","k = 28",0.745057471264368
"1382","k = 28",0.792413793103448
"1383","k = 28",0.737471264367816
"1384","k = 28",0.798620689655172
"1385","k = 28",0.799080459770115
"1386","k = 28",0.791494252873563
"1387","k = 28",0.779310344827586
"1388","k = 28",0.717701149425287
"1389","k = 28",0.79816091954023
"1390","k = 28",0.778850574712644
"1391","k = 28",0.757011494252874
"1392","k = 28",0.798390804597701
"1393","k = 28",0.765287356321839
"1394","k = 28",0.772183908045977
"1395","k = 28",0.778390804597701
"1396","k = 28",0.791954022988506
"1397","k = 28",0.76551724137931
"1398","k = 28",0.80551724137931
"1399","k = 28",0.798620689655172
"1400","k = 28",0.799080459770115
"1401","k = 29",0.792183908045977
"1402","k = 29",0.79264367816092
"1403","k = 29",0.785057471264368
"1404","k = 29",0.791954022988506
"1405","k = 29",0.792183908045977
"1406","k = 29",0.778850574712644
"1407","k = 29",0.765287356321839
"1408","k = 29",0.759080459770115
"1409","k = 29",0.785287356321839
"1410","k = 29",0.778620689655172
"1411","k = 29",0.791494252873563
"1412","k = 29",0.785287356321839
"1413","k = 29",0.772183908045977
"1414","k = 29",0.80551724137931
"1415","k = 29",0.765057471264368
"1416","k = 29",0.785747126436782
"1417","k = 29",0.797701149425287
"1418","k = 29",0.779080459770115
"1419","k = 29",0.771034482758621
"1420","k = 29",0.798850574712644
"1421","k = 29",0.77816091954023
"1422","k = 29",0.771264367816092
"1423","k = 29",0.791264367816092
"1424","k = 29",0.771954022988506
"1425","k = 29",0.750804597701149
"1426","k = 29",0.785747126436782
"1427","k = 29",0.805747126436782
"1428","k = 29",0.786206896551724
"1429","k = 29",0.765057471264368
"1430","k = 29",0.77816091954023
"1431","k = 29",0.738390804597701
"1432","k = 29",0.779080459770115
"1433","k = 29",0.744367816091954
"1434","k = 29",0.791954022988506
"1435","k = 29",0.78551724137931
"1436","k = 29",0.791494252873563
"1437","k = 29",0.799540229885057
"1438","k = 29",0.737471264367816
"1439","k = 29",0.784597701149425
"1440","k = 29",0.792413793103448
"1441","k = 29",0.750344827586207
"1442","k = 29",0.798620689655172
"1443","k = 29",0.765287356321839
"1444","k = 29",0.785747126436782
"1445","k = 29",0.777931034482759
"1446","k = 29",0.798620689655172
"1447","k = 29",0.772183908045977
"1448","k = 29",0.791954022988506
"1449","k = 29",0.798620689655172
"1450","k = 29",0.792183908045977
"1451","k = 30",0.78551724137931
"1452","k = 30",0.799310344827586
"1453","k = 30",0.771494252873563
"1454","k = 30",0.798850574712644
"1455","k = 30",0.792183908045977
"1456","k = 30",0.772183908045977
"1457","k = 30",0.765287356321839
"1458","k = 30",0.759080459770115
"1459","k = 30",0.785287356321839
"1460","k = 30",0.798850574712644
"1461","k = 30",0.771264367816092
"1462","k = 30",0.798850574712644
"1463","k = 30",0.772183908045977
"1464","k = 30",0.812183908045977
"1465","k = 30",0.751724137931034
"1466","k = 30",0.772413793103448
"1467","k = 30",0.784367816091954
"1468","k = 30",0.792413793103448
"1469","k = 30",0.777931034482759
"1470","k = 30",0.785287356321839
"1471","k = 30",0.77816091954023
"1472","k = 30",0.771264367816092
"1473","k = 30",0.771264367816092
"1474","k = 30",0.785287356321839
"1475","k = 30",0.737471264367816
"1476","k = 30",0.778850574712644
"1477","k = 30",0.812413793103448
"1478","k = 30",0.779540229885057
"1479","k = 30",0.764827586206897
"1480","k = 30",0.784827586206897
"1481","k = 30",0.758390804597701
"1482","k = 30",0.785747126436782
"1483","k = 30",0.771264367816092
"1484","k = 30",0.812413793103448
"1485","k = 30",0.792183908045977
"1486","k = 30",0.791494252873563
"1487","k = 30",0.792873563218391
"1488","k = 30",0.730804597701149
"1489","k = 30",0.764367816091954
"1490","k = 30",0.792413793103448
"1491","k = 30",0.757011494252874
"1492","k = 30",0.805287356321839
"1493","k = 30",0.758620689655172
"1494","k = 30",0.772183908045977
"1495","k = 30",0.757931034482759
"1496","k = 30",0.798620689655172
"1497","k = 30",0.771954022988506
"1498","k = 30",0.78551724137931
"1499","k = 30",0.785287356321839
"1500","k = 30",0.778850574712644
"1501","k = 31",0.772183908045977
"1502","k = 31",0.77264367816092
"1503","k = 31",0.77816091954023
"1504","k = 31",0.791954022988506
"1505","k = 31",0.792183908045977
"1506","k = 31",0.772183908045977
"1507","k = 31",0.771954022988506
"1508","k = 31",0.772413793103448
"1509","k = 31",0.785287356321839
"1510","k = 31",0.785287356321839
"1511","k = 31",0.777931034482759
"1512","k = 31",0.778850574712644
"1513","k = 31",0.778850574712644
"1514","k = 31",0.80551724137931
"1515","k = 31",0.765057471264368
"1516","k = 31",0.77264367816092
"1517","k = 31",0.797701149425287
"1518","k = 31",0.799080459770115
"1519","k = 31",0.777701149425287
"1520","k = 31",0.772183908045977
"1521","k = 31",0.771494252873563
"1522","k = 31",0.757701149425287
"1523","k = 31",0.764597701149425
"1524","k = 31",0.785287356321839
"1525","k = 31",0.750804597701149
"1526","k = 31",0.76551724137931
"1527","k = 31",0.805747126436782
"1528","k = 31",0.772873563218391
"1529","k = 31",0.758390804597701
"1530","k = 31",0.784827586206897
"1531","k = 31",0.751494252873563
"1532","k = 31",0.799310344827586
"1533","k = 31",0.771494252873563
"1534","k = 31",0.798850574712644
"1535","k = 31",0.771954022988506
"1536","k = 31",0.791494252873563
"1537","k = 31",0.77264367816092
"1538","k = 31",0.744137931034483
"1539","k = 31",0.771264367816092
"1540","k = 31",0.78551724137931
"1541","k = 31",0.750344827586207
"1542","k = 31",0.791724137931034
"1543","k = 31",0.765287356321839
"1544","k = 31",0.785287356321839
"1545","k = 31",0.764597701149425
"1546","k = 31",0.78551724137931
"1547","k = 31",0.76551724137931
"1548","k = 31",0.778620689655173
"1549","k = 31",0.785057471264368
"1550","k = 31",0.799080459770115
"1551","k = 32",0.772413793103448
"1552","k = 32",0.765747126436782
"1553","k = 32",0.791494252873563
"1554","k = 32",0.791954022988506
"1555","k = 32",0.772183908045977
"1556","k = 32",0.751724137931035
"1557","k = 32",0.771724137931034
"1558","k = 32",0.758850574712644
"1559","k = 32",0.771954022988506
"1560","k = 32",0.805747126436782
"1561","k = 32",0.771264367816092
"1562","k = 32",0.78551724137931
"1563","k = 32",0.778620689655172
"1564","k = 32",0.80551724137931
"1565","k = 32",0.771954022988506
"1566","k = 32",0.785977011494253
"1567","k = 32",0.784367816091954
"1568","k = 32",0.785747126436782
"1569","k = 32",0.777701149425287
"1570","k = 32",0.778850574712644
"1571","k = 32",0.778390804597701
"1572","k = 32",0.777701149425287
"1573","k = 32",0.764597701149425
"1574","k = 32",0.798620689655172
"1575","k = 32",0.764137931034483
"1576","k = 32",0.772413793103448
"1577","k = 32",0.825747126436782
"1578","k = 32",0.793103448275862
"1579","k = 32",0.73816091954023
"1580","k = 32",0.77816091954023
"1581","k = 32",0.744827586206897
"1582","k = 32",0.79264367816092
"1583","k = 32",0.771494252873563
"1584","k = 32",0.791954022988506
"1585","k = 32",0.785287356321839
"1586","k = 32",0.791494252873563
"1587","k = 32",0.772413793103448
"1588","k = 32",0.750804597701149
"1589","k = 32",0.764597701149425
"1590","k = 32",0.78551724137931
"1591","k = 32",0.757241379310345
"1592","k = 32",0.791724137931034
"1593","k = 32",0.778620689655172
"1594","k = 32",0.792183908045977
"1595","k = 32",0.757931034482759
"1596","k = 32",0.772183908045977
"1597","k = 32",0.772183908045977
"1598","k = 32",0.785287356321839
"1599","k = 32",0.778620689655172
"1600","k = 32",0.792413793103448
"1601","k = 33",0.785747126436782
"1602","k = 33",0.79264367816092
"1603","k = 33",0.784827586206897
"1604","k = 33",0.798620689655172
"1605","k = 33",0.778850574712644
"1606","k = 33",0.765287356321839
"1607","k = 33",0.771724137931034
"1608","k = 33",0.758850574712644
"1609","k = 33",0.778620689655172
"1610","k = 33",0.812413793103448
"1611","k = 33",0.777931034482759
"1612","k = 33",0.78551724137931
"1613","k = 33",0.785287356321839
"1614","k = 33",0.798850574712644
"1615","k = 33",0.771954022988506
"1616","k = 33",0.785977011494253
"1617","k = 33",0.784367816091954
"1618","k = 33",0.799080459770115
"1619","k = 33",0.784597701149425
"1620","k = 33",0.778850574712644
"1621","k = 33",0.785057471264368
"1622","k = 33",0.751034482758621
"1623","k = 33",0.771264367816092
"1624","k = 33",0.805287356321839
"1625","k = 33",0.770804597701149
"1626","k = 33",0.778850574712644
"1627","k = 33",0.805747126436782
"1628","k = 33",0.786206896551724
"1629","k = 33",0.744827586206897
"1630","k = 33",0.784597701149425
"1631","k = 33",0.758390804597701
"1632","k = 33",0.799310344827586
"1633","k = 33",0.751494252873563
"1634","k = 33",0.798620689655172
"1635","k = 33",0.772183908045977
"1636","k = 33",0.791494252873563
"1637","k = 33",0.786206896551724
"1638","k = 33",0.744137931034483
"1639","k = 33",0.751264367816092
"1640","k = 33",0.78551724137931
"1641","k = 33",0.763908045977011
"1642","k = 33",0.791724137931034
"1643","k = 33",0.778620689655172
"1644","k = 33",0.778850574712644
"1645","k = 33",0.744367816091954
"1646","k = 33",0.778620689655172
"1647","k = 33",0.771954022988506
"1648","k = 33",0.798620689655172
"1649","k = 33",0.778390804597701
"1650","k = 33",0.792183908045977
"1651","k = 34",0.779080459770115
"1652","k = 34",0.785747126436782
"1653","k = 34",0.784827586206897
"1654","k = 34",0.798620689655172
"1655","k = 34",0.772183908045977
"1656","k = 34",0.751954022988506
"1657","k = 34",0.758390804597701
"1658","k = 34",0.752183908045977
"1659","k = 34",0.771954022988506
"1660","k = 34",0.792183908045977
"1661","k = 34",0.764597701149425
"1662","k = 34",0.778850574712644
"1663","k = 34",0.791954022988506
"1664","k = 34",0.812183908045977
"1665","k = 34",0.765287356321839
"1666","k = 34",0.785747126436782
"1667","k = 34",0.791034482758621
"1668","k = 34",0.799080459770115
"1669","k = 34",0.784367816091954
"1670","k = 34",0.778850574712644
"1671","k = 34",0.791724137931034
"1672","k = 34",0.764367816091954
"1673","k = 34",0.757931034482759
"1674","k = 34",0.818620689655172
"1675","k = 34",0.777701149425287
"1676","k = 34",0.772183908045977
"1677","k = 34",0.799080459770115
"1678","k = 34",0.793103448275862
"1679","k = 34",0.751264367816092
"1680","k = 34",0.777931034482759
"1681","k = 34",0.758390804597701
"1682","k = 34",0.792413793103448
"1683","k = 34",0.75816091954023
"1684","k = 34",0.80551724137931
"1685","k = 34",0.778850574712644
"1686","k = 34",0.784827586206897
"1687","k = 34",0.792873563218391
"1688","k = 34",0.737701149425287
"1689","k = 34",0.75816091954023
"1690","k = 34",0.779080459770115
"1691","k = 34",0.770804597701149
"1692","k = 34",0.791724137931034
"1693","k = 34",0.785057471264368
"1694","k = 34",0.78551724137931
"1695","k = 34",0.744827586206897
"1696","k = 34",0.771724137931034
"1697","k = 34",0.771954022988506
"1698","k = 34",0.805287356321839
"1699","k = 34",0.771954022988506
"1700","k = 34",0.78551724137931
"1701","k = 35",0.785747126436782
"1702","k = 35",0.79264367816092
"1703","k = 35",0.784827586206897
"1704","k = 35",0.791954022988506
